sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,caffeine_intake_mg,mood_score,fatigue_level,assignment_load,deadline_pressure,social_interaction_score,financial_worry_score,health_condition_score,stress_level
5.75,8.59,6.57,3.35,43,181,6,6,9,4,6,7,8,Medium
5.68,6.86,5.96,4.57,0,110,2,8,7,9,5,5,3,High
6.64,5.21,5.63,5.42,25,239,3,5,7,8,6,7,5,Medium
6.75,4.74,6.42,4.65,26,195,4,6,9,5,5,6,8,Medium
6.19,6.36,6.65,2.92,8,155,4,6,7,6,5,5,4,Medium
6.47,7.26,5.22,3.53,0,169,4,7,9,6,4,5,6,Medium
5.86,5.94,3.45,3.45,2,141,6,6,7,8,8,6,6,Medium
5.19,7.35,5.45,2.46,5,105,3,6,8,5,5,6,5,Medium
6.79,4.18,4.37,4.37,18,123,5,6,5,3,9,9,4,Medium
7.55,3.79,4.79,4.39,2,173,5,5,4,7,8,7,7,Medium
7.58,3.93,4.19,4.19,18,92,5,5,5,3,7,6,7,Medium
7.66,4.43,3.6,3.6,5,245,5,4,5,3,8,6,8,Low
4.62,6.15,1.81,1.81,15,89,5,8,4,6,7,6,4,Medium
6.47,3.95,5.35,4.71,5,41,3,4,8,8,5,7,7,Medium
6.13,6.63,3.52,3.52,14,108,7,6,8,2,3,5,7,Medium
7.53,5.12,2.94,2.94,8,156,4,5,3,5,7,6,8,Medium
6.68,5.09,4.63,4.63,23,137,3,6,6,4,8,7,4,Medium
6.41,3.4,5.65,5.14,13,157,5,7,4,5,9,5,6,Medium
6.18,5.12,3.91,3.91,14,295,5,5,6,4,5,5,5,Medium
6.5,4.1,2.3,2.3,8,15,6,4,6,6,5,5,6,Medium
7.7,5.0,5.01,2.89,11,186,6,5,5,5,6,4,5,Medium
24.0,4.9,2.22,2.22,26,218,7,5,5,8,6,8,9,Medium
6.73,3.86,2.76,2.76,6,151,3,5,5,5,4,9,7,Medium
7.21,5.91,4.53,3.84,34,203,5,4,7,4,6,5,7,Medium
6.67,4.0,4.45,4.22,46,166,3,5,6,5,5,6,7,Medium
6.04,4.73,5.33,4.15,18,119,6,5,6,4,7,10,7,Medium
7.15,3.76,2.73,2.73,20,114,5,5,2,9,7,7,7,Medium
5.97,5.84,5.1,4.82,12,160,3,10,6,9,5,5,5,High
7.63,6.35,5.25,4.49,30,53,6,5,4,3,4,6,7,Low
6.69,6.81,6.39,3.45,0,151,4,8,5,3,6,4,4,Medium
7.42,6.29,3.37,3.37,5,83,4,6,8,5,9,5,4,Medium
6.9,5.53,3.46,3.46,20,218,3,7,6,7,9,6,6,Medium
6.26,5.73,4.54,3.49,25,140,4,6,5,5,3,5,7,Medium
5.53,5.24,4.73,3.72,3,254,6,4,7,4,6,7,7,Medium
6.56,5.22,5.63,3.67,0,151,5,7,5,3,8,6,5,Medium
7.64,5.34,5.38,3.61,28,154,5,3,6,6,6,6,7,Medium
7.54,3.77,4.68,4.68,23,117,3,5,5,6,7,6,7,Medium
7.39,4.73,4.05,3.96,22,257,4,6,7,7,9,8,6,Medium
6.35,4.88,4.5,3.49,7,132,5,8,4,5,9,3,7,Medium
6.59,5.47,6.58,4.08,0,35,5,6,5,3,7,6,7,Medium
6.81,5.1,4.04,4.04,22,160,5,3,5,6,9,8,7,Medium
5.62,6.13,4.7,3.04,16,200,5,6,9,5,9,4,6,Medium
5.82,5.23,4.48,3.43,11,108,7,7,8,8,8,9,5,Medium
7.05,6.11,5.32,4.35,0,175,4,6,6,8,5,7,6,Medium
6.38,6.86,4.41,3.99,0,79,4,7,6,6,8,7,6,Medium
6.96,5.53,5.99,3.79,26,242,4,6,5,5,4,5,4,Medium
6.63,7.13,4.86,4.86,0,260,5,7,8,5,7,5,5,Medium
5.95,7.43,4.18,3.83,28,229,3,8,8,9,5,5,7,High
6.34,5.9,5.65,4.88,0,199,4,7,7,9,6,7,6,High
6.39,3.71,2.78,2.78,34,67,5,3,8,5,7,7,5,Medium
8.24,4.76,4.95,4.95,11,108,3,5,8,4,10,5,7,Medium
6.58,5.36,3.96,3.96,0,151,5,5,4,4,5,6,6,Medium
6.75,5.93,3.87,3.87,40,71,4,6,6,3,7,9,7,Medium
6.69,5.32,2.43,2.43,12,205,3,5,5,3,7,5,7,Medium
6.05,5.31,4.45,4.45,8,171,3,7,4,6,5,4,3,Medium
7.38,6.12,4.09,3.4,12,151,5,5,6,3,5,7,7,Low
7.09,4.25,3.64,3.64,41,204,5,6,5,2,6,7,6,Medium
6.69,4.74,4.42,3.76,8,100,7,6,5,2,4,3,7,Low
7.14,4.13,2.48,2.48,24,114,3,6,4,4,6,7,5,Medium
7.02,5.19,7.06,3.87,36,165,6,6,6,4,8,6,7,Medium
8.41,3.7,5.92,3.14,30,196,6,5,4,7,8,6,7,Medium
6.57,4.86,6.76,6.76,47,66,6,4,5,3,9,6,6,Medium
9.22,3.63,9.73,4.7,24,212,3,5,6,10,8,3,7,Medium
8.1,3.1,5.81,4.73,46,217,6,4,5,5,10,5,8,Medium
7.66,4.76,7.83,3.23,45,182,4,6,7,6,6,6,7,Medium
8.34,3.24,5.88,4.23,45,195,6,3,3,5,4,6,7,Medium
8.68,3.51,7.39,4.08,38,251,6,4,7,5,6,5,5,Medium
8.75,2.15,6.82,3.49,23,342,5,7,5,5,6,5,6,Medium
8.83,4.34,6.48,3.52,54,165,5,6,8,3,7,6,6,Medium
8.9,3.83,6.56,4.74,40,122,4,5,5,5,8,8,7,Medium
8.79,4.69,7.64,4.44,36,267,3,6,6,5,7,5,6,Medium
8.57,2.15,8.28,4.2,39,210,7,5,5,5,6,6,6,Medium
8.06,2.64,6.19,3.63,49,145,3,3,4,7,4,4,6,Medium
8.51,3.81,6.98,4.15,42,215,6,5,7,7,3,6,8,Medium
7.75,3.38,6.37,3.88,6,199,6,4,6,8,7,4,6,Medium
8.88,1.15,6.95,4.23,43,230,5,4,5,6,7,7,6,Medium
8.49,3.74,6.41,4.7,32,174,6,4,7,4,10,5,8,Medium
8.76,4.79,6.7,5.64,32,229,4,5,7,10,6,4,6,Medium
7.85,3.32,7.29,4.3,32,210,4,6,7,6,5,6,6,Medium
7.15,2.15,7.85,4.6,44,163,7,6,6,4,3,4,5,Medium
9.55,4.13,5.92,3.94,34,139,4,3,4,2,9,4,6,Low
8.36,3.18,5.28,3.5,35,263,6,3,6,6,6,5,6,Medium
8.34,4.05,5.61,3.44,27,238,5,5,7,3,5,6,7,Medium
8.86,3.7,8.7,4.39,49,231,5,5,7,4,9,5,6,Medium
8.57,2.5,8.35,4.02,50,113,4,6,6,5,7,6,7,Medium
8.77,2.92,5.67,3.55,28,100,8,5,5,5,6,8,5,Medium
8.66,4.04,6.48,3.95,42,165,4,5,5,5,6,5,7,Medium
8.31,3.64,6.21,3.44,47,197,6,5,6,6,5,5,6,Medium
7.84,5.3,7.28,4.2,32,264,3,9,7,8,6,5,8,Medium
7.25,5.16,8.46,4.2,31,196,3,7,9,6,8,6,5,Medium
7.21,3.22,8.11,4.77,4,213,5,8,6,6,8,5,5,Medium
7.83,4.62,7.29,4.66,19,319,4,6,7,8,5,6,7,Medium
8.25,4.5,9.23,4.3,7,259,2,6,9,8,4,6,4,High
7.14,5.68,7.41,3.06,18,304,7,5,7,6,5,6,7,Medium
7.26,4.38,6.74,4.0,43,230,6,6,8,7,6,5,6,Medium
7.72,2.82,7.18,4.2,23,145,4,7,6,4,6,6,5,Medium
9.22,2.61,7.79,4.3,38,152,4,5,5,5,8,6,8,Medium
8.24,2.91,6.83,5.4,30,195,5,3,8,7,7,4,9,Medium
6.84,4.48,7.03,3.42,46,162,4,7,9,6,4,2,7,Medium
8.63,2.54,6.76,4.28,22,255,5,7,6,5,7,5,5,Medium
7.61,2.69,8.11,3.3,42,135,6,5,6,5,5,5,4,Medium
8.47,4.21,8.66,4.38,21,100,5,3,7,8,6,5,7,Medium
8.48,5.46,7.62,3.79,41,120,4,5,6,6,6,5,5,Medium
7.54,1.48,8.11,3.95,29,284,4,7,5,7,8,3,5,Medium
8.85,4.2,8.06,4.2,33,187,6,5,7,5,9,5,6,Medium
7.69,4.39,7.29,3.47,60,224,3,5,6,5,8,4,6,Medium
7.91,3.06,8.28,3.2,33,104,4,7,5,5,7,4,6,Medium
7.96,1.29,6.61,4.84,0,263,3,5,7,3,6,8,8,Medium
8.04,3.43,9.14,3.33,46,88,5,5,3,4,7,4,7,Medium
9.54,2.93,7.17,4.35,53,66,5,2,6,9,8,4,9,Medium
8.03,3.74,8.39,4.24,47,143,6,8,8,7,8,4,8,Medium
8.98,2.08,7.3,4.44,24,146,3,8,7,6,7,5,6,Medium
7.87,2.45,6.47,4.79,31,204,6,6,6,4,8,5,7,Medium
7.21,3.14,6.91,3.98,59,137,5,7,5,5,9,5,7,Medium
8.47,2.44,7.0,3.8,46,317,4,5,5,6,5,6,7,Medium
8.48,3.43,6.18,3.26,29,79,5,3,5,5,6,7,7,Medium
9.33,4.7,6.85,3.22,22,169,2,6,5,7,9,9,6,Medium
7.8,3.06,7.57,5.01,34,219,4,6,6,4,6,4,8,Medium
8.58,3.09,7.04,3.63,21,166,2,4,7,7,8,4,7,Medium
8.41,4.05,6.94,5.4,20,99,3,5,3,5,8,8,7,Medium
8.24,0.51,6.79,3.87,52,146,5,6,7,7,2,6,8,Medium
8.55,4.74,5.78,4.2,33,248,5,5,6,7,3,3,7,Medium
6.73,3.45,6.78,4.86,43,249,3,7,6,7,6,4,7,Medium
8.33,2.95,7.57,3.3,39,193,3,7,6,3,6,5,4,Medium
9.09,2.15,8.01,4.69,32,121,5,7,4,5,9,5,5,Medium
8.42,2.68,5.7,4.62,25,109,5,5,6,6,7,5,6,Medium
8.13,4.11,6.76,2.74,39,174,7,4,6,5,5,8,6,Medium
7.81,4.24,8.54,4.2,56,232,6,3,5,7,7,7,6,Medium
7.59,2.29,6.99,3.62,27,84,3,6,5,5,4,5,7,Medium
8.8,4.93,7.57,2.52,36,207,4,7,7,7,7,8,5,Medium
7.95,4.95,7.04,3.81,46,288,4,7,7,6,4,6,5,Medium
7.5,5.74,8.52,4.86,36,331,3,8,6,9,6,5,4,Medium
8.87,4.31,8.93,5.26,25,242,2,6,8,9,4,5,5,High
6.23,5.92,9.03,3.8,37,219,2,10,9,6,5,4,4,High
6.92,4.18,7.84,3.56,25,290,1,9,10,7,6,6,6,Medium
7.69,4.87,8.66,4.11,26,292,4,7,9,6,6,6,6,Medium
7.18,4.43,7.08,5.18,40,196,4,9,7,8,4,4,5,Medium
7.61,3.83,6.36,4.66,52,187,5,4,5,6,6,5,6,Medium
8.46,3.25,7.4,4.57,37,236,5,5,8,4,7,5,6,Medium
8.46,3.93,6.76,3.95,21,134,4,7,7,8,7,7,6,Medium
8.1,1.68,9.23,4.18,53,140,6,4,6,5,7,7,7,Medium
8.24,2.98,6.42,4.54,52,235,7,3,5,6,4,4,9,Medium
8.38,2.79,7.13,5.33,36,176,6,5,4,5,7,6,7,Medium
8.51,3.43,6.86,4.27,48,250,5,7,5,5,5,7,3,Medium
8.06,2.88,6.22,4.74,44,153,4,5,9,5,10,4,6,Medium
8.4,4.55,6.11,3.83,46,105,4,5,8,5,6,4,7,Medium
9.11,4.27,7.58,4.23,31,95,5,5,3,5,7,9,6,Medium
8.57,3.78,6.44,3.58,33,308,5,4,5,8,6,5,6,Medium
7.94,4.3,5.3,5.3,36,85,3,4,5,6,6,6,7,Medium
7.26,6.06,4.72,1.54,1,262,6,2,7,8,9,3,5,Medium
7.41,3.88,5.15,1.73,11,318,8,4,8,6,5,2,6,Medium
8.89,5.18,3.83,1.0,13,275,5,6,10,6,8,4,7,Medium
8.41,4.41,3.73,2.27,8,261,3,5,8,8,9,6,6,Medium
7.71,3.7,4.72,1.5,0,325,6,5,10,7,5,1,6,Medium
8.32,3.86,4.2,0.65,0,327,3,5,10,10,8,4,5,Medium
6.76,3.29,4.49,1.83,27,296,3,6,8,9,5,1,5,Medium
7.8,4.83,6.57,2.02,26,298,3,7,6,5,9,2,7,Medium
8.34,5.22,3.16,2.61,0,296,4,4,7,9,7,3,6,Medium
7.8,2.54,6.03,1.68,23,321,4,5,7,9,8,4,6,Medium
8.28,4.39,5.39,1.12,25,296,6,5,9,5,7,5,6,Medium
7.37,3.65,3.59,2.27,19,363,8,4,7,6,3,4,6,Medium
6.06,3.57,3.9,1.28,19,195,5,6,7,6,6,5,5,Medium
7.12,5.49,4.35,0.59,15,264,2,7,7,8,7,7,6,Medium
7.39,5.09,3.69,1.13,31,339,4,7,7,9,3,3,6,Medium
7.25,3.71,5.14,2.04,13,205,5,6,8,7,7,5,7,Medium
8.68,3.97,3.98,2.44,28,296,5,6,8,10,8,1,7,Medium
7.04,4.3,5.65,2.56,0,340,6,4,6,5,6,3,7,Medium
7.1,4.64,4.73,2.3,29,253,6,5,9,9,9,3,6,Medium
8.36,5.15,5.5,1.89,27,262,3,4,9,9,6,2,6,Medium
7.69,3.83,5.03,0.5,39,131,4,3,6,7,9,4,6,Medium
7.39,4.73,2.84,0.0,26,251,4,5,8,7,6,3,7,Medium
7.91,3.85,6.57,2.85,9,257,6,4,9,10,8,2,7,Medium
8.28,2.93,5.77,1.82,8,346,3,7,6,7,10,5,5,Medium
8.19,5.87,6.38,1.94,22,275,6,4,8,10,4,5,7,Medium
7.68,4.85,6.15,2.17,24,243,5,4,7,8,4,4,7,Medium
7.28,3.57,4.52,1.35,30,291,5,4,7,9,6,5,8,Medium
7.21,6.25,6.16,0.84,2,346,3,8,10,10,4,4,5,High
6.62,6.66,6.16,2.14,22,368,4,7,10,7,7,1,4,Medium
6.48,5.0,6.49,0.83,8,362,4,8,10,8,5,3,4,High
8.95,5.44,5.53,1.96,0,350,4,4,10,10,7,3,8,Medium
6.52,6.37,4.83,0.71,33,308,5,7,10,8,4,3,7,Medium
8.5,5.52,6.31,1.71,18,306,4,4,9,10,8,2,6,Medium
8.2,5.82,5.01,0.38,7,369,5,5,9,10,7,3,8,Medium
7.28,6.48,4.1,1.12,12,354,4,8,9,9,9,2,6,Medium
7.66,3.5,4.46,0.62,12,311,2,7,10,7,7,3,5,Medium
6.8,3.13,4.55,1.12,16,276,6,5,8,7,9,5,7,Medium
8.17,4.95,5.53,1.84,0,193,4,4,6,8,6,2,6,Medium
6.69,5.08,5.24,1.36,12,290,4,6,9,5,5,3,5,Medium
6.58,5.11,5.35,1.53,30,337,4,7,9,9,6,4,6,Medium
7.05,5.07,4.55,2.15,9,382,6,6,7,6,6,4,5,Medium
7.19,4.4,4.14,2.0,32,217,3,4,6,9,8,5,8,Medium
8.76,0.6,5.37,2.08,30,340,3,4,7,8,6,4,7,Medium
7.55,2.56,5.52,1.53,7,233,6,6,10,9,8,4,5,Medium
7.58,5.06,4.41,1.03,27,258,6,3,8,8,5,4,6,Medium
7.03,4.95,3.48,1.76,20,154,4,4,8,8,6,6,5,Medium
8.8,4.15,5.6,1.54,19,208,6,4,10,5,10,4,8,Medium
7.87,4.4,6.12,0.93,0,299,3,5,10,8,7,4,8,Medium
7.79,1.86,3.89,3.08,12,236,4,5,5,8,6,4,6,Medium
6.94,3.82,4.92,2.2,34,302,4,6,10,10,8,2,5,Medium
7.92,1.87,3.16,1.57,19,313,5,5,5,7,8,3,6,Medium
7.57,3.61,3.96,0.51,21,260,5,6,7,9,6,2,5,Medium
8.12,3.23,4.32,1.68,9,296,2,7,6,7,8,4,2,Medium
6.83,3.85,3.89,1.29,19,393,5,3,7,6,3,3,5,Medium
6.7,4.99,4.82,1.2,21,242,4,7,8,7,8,2,4,Medium
6.99,4.77,4.41,1.49,39,132,2,7,9,8,5,4,5,Medium
8.34,4.8,6.19,0.8,6,208,4,4,9,9,9,5,6,Medium
9.56,3.86,4.76,0.79,0,369,2,3,5,7,9,4,5,Medium
7.4,3.75,3.77,2.34,19,178,6,4,8,8,8,3,5,Medium
8.23,5.66,3.79,1.15,25,346,5,5,10,6,8,1,7,Medium
6.48,5.74,4.98,1.49,16,362,3,7,6,8,10,6,7,Medium
7.77,6.32,6.55,0.88,30,275,6,7,8,7,5,3,6,Medium
7.96,3.86,5.59,1.91,27,366,3,5,9,7,5,6,8,Medium
8.38,3.83,4.04,1.04,21,297,5,6,6,7,7,3,8,Medium
9.14,3.73,3.51,2.62,29,217,6,3,5,7,8,5,7,Medium
7.76,4.39,5.29,1.48,35,349,4,5,6,8,5,3,8,Medium
7.58,6.44,5.63,1.71,15,213,4,4,10,7,6,3,5,Medium
7.24,4.53,3.54,1.27,9,267,3,6,8,6,6,6,7,Medium
5.56,5.47,5.47,1.47,0,455,2,8,9,10,3,3,8,High
6.15,5.61,4.84,1.68,13,433,1,9,10,10,9,3,5,Medium
7.99,6.53,6.42,2.86,0,339,4,5,9,9,3,5,7,Medium
7.19,5.46,6.64,1.87,1,333,4,6,10,10,5,4,4,Medium
7.49,5.6,6.33,2.25,20,218,5,5,9,10,5,3,5,Medium
7.28,6.58,5.56,2.26,7,428,6,5,10,9,6,5,6,Medium
7.19,6.68,6.2,1.39,28,411,3,9,10,10,6,6,6,High
6.9,6.03,5.99,1.88,8,345,2,5,10,10,6,1,6,Medium
8.1,5.38,3.6,1.65,19,294,3,5,7,7,8,5,5,Medium
8.09,2.9,4.43,2.45,26,354,6,5,7,6,6,3,6,Medium
8.34,2.92,4.83,2.06,3,238,2,4,7,10,6,5,5,Medium
7.92,6.53,5.6,1.2,2,171,4,5,9,7,3,7,4,Medium
5.51,5.03,4.93,0.95,18,279,3,6,8,10,7,4,7,Medium
8.89,3.53,5.29,1.35,34,301,8,3,7,8,5,2,6,Medium
7.66,4.58,4.43,4.43,32,333,6,2,9,6,7,5,8,Medium
24.0,5.04,5.39,2.07,27,283,5,7,7,7,8,3,4,Medium
8.59,3.33,5.83,1.88,21,333,6,3,7,7,4,2,6,Medium
6.2,2.33,6.36,1.98,13,183,10,5,8,9,3,6,7,Medium
9.1,4.99,4.47,1.65,24,210,4,4,6,6,9,6,6,Medium
7.78,5.47,5.19,1.56,27,326,5,6,9,7,7,2,6,Medium
6.76,4.81,4.65,2.67,41,72,4,7,5,7,8,3,7,Medium
5.56,3.92,4.89,1.77,22,168,4,4,6,5,7,6,7,Medium
6.36,1.93,4.92,2.34,31,97,6,6,5,4,7,6,7,Medium
6.75,1.98,5.37,2.37,46,210,5,6,3,5,5,5,6,Medium
5.36,3.16,5.72,3.25,30,92,5,5,4,7,5,5,5,Medium
6.31,4.11,4.88,2.79,29,146,5,5,6,6,5,4,6,Medium
5.51,3.93,6.73,2.86,13,175,6,7,7,5,5,6,6,Medium
5.98,3.8,3.76,2.78,35,119,4,6,4,4,6,6,7,Medium
5.98,3.99,5.88,2.66,16,94,5,5,3,5,7,5,8,Medium
6.46,1.76,5.18,1.55,18,112,6,5,2,3,9,4,6,Low
7.16,1.97,2.75,2.75,33,129,8,5,5,3,8,6,7,Low
5.83,4.37,4.51,2.17,17,129,4,8,6,4,3,3,6,Medium
5.7,1.98,5.13,3.06,31,210,6,4,4,5,9,4,6,Medium
7.09,2.73,4.49,2.66,27,76,6,3,3,5,8,1,7,Low
6.66,3.46,5.27,2.93,12,81,3,8,6,6,7,5,5,Medium
5.75,2.9,4.48,2.7,7,161,7,5,6,6,4,4,6,Medium
7.48,3.59,4.75,3.88,52,117,5,5,5,6,8,4,7,Medium
7.62,2.66,5.22,4.26,26,126,7,8,4,4,10,6,5,Medium
6.6,4.26,5.1,2.74,21,244,5,6,5,5,7,7,6,Medium
5.84,3.54,5.77,2.45,24,240,4,6,7,4,6,6,5,Medium
5.86,3.12,6.2,3.97,26,203,7,6,4,6,7,7,5,Medium
6.87,4.32,4.88,4.88,29,181,5,6,5,4,7,4,5,Medium
5.49,3.83,4.24,2.2,46,136,5,6,4,2,6,7,5,Medium
6.92,2.57,6.14,3.59,41,146,1,8,8,4,9,6,6,Medium
7.3,1.47,5.42,5.42,21,167,5,5,5,5,8,5,6,Medium
6.44,2.56,4.73,2.93,32,157,5,7,2,4,7,5,6,Medium
6.37,4.25,3.32,2.16,25,230,3,5,5,4,6,3,4,Medium
6.31,5.18,6.88,2.45,9,117,2,7,10,6,5,2,4,Medium
7.18,5.25,4.73,3.43,5,276,2,7,8,8,5,3,7,Medium
6.18,4.85,5.86,3.61,11,166,3,7,5,4,8,3,6,Medium
6.74,5.85,7.12,4.33,28,250,3,9,8,7,3,5,6,Medium
6.21,5.66,6.77,3.18,17,255,3,9,6,5,4,4,7,Medium
7.26,5.28,5.75,1.79,25,219,3,6,9,7,7,7,5,Medium
6.36,3.32,5.5,2.92,44,249,4,7,6,10,2,5,6,High
5.32,3.9,6.11,3.58,0,110,4,6,4,8,7,3,6,Medium
6.36,4.15,4.46,2.52,33,174,4,4,8,6,5,1,5,Medium
6.91,1.7,6.75,3.44,45,53,4,7,4,5,6,4,4,Medium
6.51,1.82,4.09,2.63,2,149,4,4,7,3,7,5,6,Medium
5.5,4.29,3.99,3.4,35,121,5,5,5,3,7,6,6,Medium
6.75,3.63,4.21,3.97,22,180,4,8,7,2,2,5,6,Medium
6.78,2.33,5.88,3.9,26,152,3,7,4,7,8,2,7,Medium
6.39,2.79,3.61,2.66,36,173,2,8,4,4,9,4,7,Medium
6.12,3.08,4.89,2.93,32,210,4,6,5,4,8,5,6,Medium
6.36,2.53,6.13,2.75,21,140,6,7,6,7,2,3,6,Medium
6.45,2.61,4.43,3.58,33,56,5,6,4,4,6,4,5,Medium
6.73,2.53,5.6,3.66,16,90,4,5,5,4,4,3,5,Medium
4.73,4.89,5.1,3.17,6,146,3,7,6,5,7,5,6,High
5.57,3.41,6.08,4.07,17,145,5,6,7,5,5,4,8,Medium
6.35,5.05,5.44,3.31,2,130,4,6,5,6,8,3,3,Medium
6.4,2.7,6.87,3.07,35,120,5,6,4,6,8,8,7,Medium
7.59,2.05,4.47,3.61,11,93,6,5,5,5,6,5,8,Medium
6.11,4.51,4.43,3.27,31,173,5,5,5,6,6,3,6,Medium
6.3,3.87,5.28,2.14,6,146,4,5,5,1,5,4,5,Low
7.31,4.97,4.81,1.8,32,146,6,6,4,6,7,3,7,Low
7.24,5.03,4.99,2.07,21,156,6,3,7,4,7,4,7,Low
7.13,3.11,4.32,2.93,19,129,4,5,6,6,7,2,8,Medium
6.9,2.09,4.75,3.69,15,129,4,5,5,5,5,3,8,Medium
6.64,3.84,3.68,3.02,41,177,5,4,6,6,8,4,7,Medium
5.38,2.71,4.42,4.19,24,162,5,5,5,6,5,3,8,Medium
5.66,4.68,2.83,1.95,13,0,3,6,4,7,6,2,6,Medium
6.07,2.64,3.94,2.93,27,146,4,7,2,5,7,6,6,Medium
6.34,2.33,5.42,2.52,37,124,4,7,4,4,8,2,6,Medium
7.92,2.45,6.02,3.14,21,280,6,6,5,6,6,5,5,Medium
6.01,3.04,4.32,3.01,36,227,4,6,6,8,8,5,7,Medium
6.7,3.38,3.14,3.14,42,146,4,4,5,5,6,6,6,Medium
5.75,3.53,3.99,2.95,20,199,4,5,4,6,6,2,5,Medium
6.89,4.81,5.22,2.47,33,204,4,8,7,6,7,4,5,Medium
5.52,6.58,6.71,2.52,26,166,4,7,7,5,8,5,5,Medium
6.39,4.3,4.53,2.63,6,178,5,7,9,7,7,2,6,Medium
6.24,4.18,6.0,2.34,30,155,2,8,6,6,4,4,4,Medium
6.48,5.54,6.0,1.65,19,87,2,10,7,6,6,1,4,Medium
4.87,5.26,7.52,1.82,0,271,4,8,8,7,8,3,6,Medium
6.09,6.13,4.9,3.16,34,307,4,6,6,10,8,5,5,Medium
5.17,4.82,6.03,2.51,15,240,3,9,7,6,4,5,6,Medium
5.79,3.48,3.86,3.35,23,146,4,6,5,6,4,4,6,Medium
6.32,3.97,4.93,2.06,5,249,5,7,5,5,6,5,7,Medium
7.39,2.8,4.23,3.42,42,164,4,5,7,3,10,6,5,Medium
6.32,2.86,4.49,2.97,47,180,4,8,6,7,3,5,4,Medium
6.16,4.86,4.84,2.93,34,155,3,6,5,6,7,2,4,Medium
6.63,3.99,5.82,2.93,22,83,6,6,3,2,8,5,6,Low
6.27,2.84,5.61,2.51,0,126,4,5,6,5,4,5,4,Medium
7.78,3.55,3.12,1.39,13,111,4,5,4,3,4,9,5,Low
6.72,1.9,7.61,4.27,37,90,4,9,7,1,7,4,6,Medium
6.27,2.16,4.57,4.19,52,136,2,8,4,6,8,8,6,Medium
6.83,3.97,4.23,4.23,33,197,4,6,3,5,8,3,6,Medium
7.51,3.59,5.53,2.93,18,91,5,4,7,6,5,2,7,Medium
7.57,2.49,2.7,2.7,29,96,5,5,5,7,5,8,7,Medium
5.8,1.67,3.18,2.38,42,145,5,5,6,5,6,4,6,Medium
5.93,1.49,4.69,3.56,23,147,5,4,8,8,8,5,7,Medium
5.95,2.41,3.45,3.06,61,190,3,6,4,10,7,7,8,Medium
6.03,2.88,5.02,3.67,50,142,5,5,2,7,1,4,8,Medium
6.44,2.75,4.27,3.0,47,61,7,5,5,9,6,4,5,Medium
7.42,3.22,3.01,3.01,56,101,7,5,10,6,8,6,9,Medium
6.38,2.98,3.86,3.71,18,91,10,7,4,5,6,7,6,Medium
7.09,2.6,2.03,2.03,33,61,4,5,6,5,6,4,6,Medium
6.24,1.9,3.61,3.61,31,64,2,5,6,4,6,6,7,Medium
7.0,1.39,4.88,2.71,35,93,4,5,7,5,10,5,4,Medium
7.49,2.88,5.49,3.77,42,36,4,3,8,6,4,4,6,Medium
7.57,1.53,2.43,2.43,46,143,3,6,6,6,7,6,5,Medium
7.21,3.58,4.4,2.04,59,146,6,5,7,8,6,4,6,Medium
6.85,2.92,5.31,3.6,19,169,6,8,9,8,3,8,6,Medium
6.41,4.02,5.75,3.7,44,280,4,6,9,7,2,3,8,Medium
7.44,2.79,3.66,3.66,41,74,5,5,8,7,7,7,10,Medium
7.1,1.5,3.71,3.68,35,195,5,6,8,7,5,4,7,Medium
6.12,1.62,4.21,3.46,42,129,4,7,6,5,3,5,4,Medium
7.08,2.31,3.28,3.28,55,96,7,6,7,6,7,3,7,Medium
6.21,3.25,3.06,3.06,43,162,6,4,7,8,4,4,8,Medium
6.04,3.36,2.41,2.41,32,179,4,6,5,4,6,4,5,Medium
5.81,1.45,2.84,2.84,56,62,6,4,7,5,7,6,7,Medium
6.33,2.91,3.62,3.62,43,165,5,6,7,5,6,8,6,Medium
8.49,3.23,5.09,5.09,55,180,5,4,6,6,10,4,7,Medium
7.44,3.7,4.51,2.35,49,180,4,4,8,6,4,6,4,Medium
6.65,2.37,4.39,4.05,44,113,4,6,6,5,6,8,6,Medium
6.16,2.51,5.55,2.86,33,5,4,6,7,8,6,4,7,Medium
5.62,3.63,5.17,3.1,18,215,3,8,10,9,9,6,6,High
6.12,5.63,4.43,3.71,39,167,7,6,10,8,6,5,7,Medium
6.7,3.4,2.82,2.82,33,311,3,7,10,10,4,5,6,High
6.36,3.3,4.19,3.23,31,266,3,8,9,7,8,5,7,Medium
6.99,5.74,4.57,2.1,66,106,4,8,8,10,4,5,6,Medium
6.36,3.41,5.06,3.1,42,330,6,7,7,8,5,7,6,Medium
6.99,3.85,2.3,2.3,30,154,6,6,7,9,7,6,7,Medium
5.33,4.73,4.64,2.79,33,271,6,7,9,9,8,6,7,Medium
6.37,3.06,3.06,3.06,57,246,4,6,7,7,6,4,4,Medium
7.87,1.59,3.72,3.72,40,115,4,7,7,5,6,7,7,Medium
7.31,2.47,4.57,4.02,35,132,5,5,9,7,5,4,7,Medium
7.42,2.99,2.71,2.71,55,178,7,3,7,6,8,6,7,Low
5.47,5.57,4.68,4.2,44,116,4,4,7,5,5,6,7,Medium
7.21,2.79,2.57,2.57,45,151,6,5,6,5,2,4,6,Medium
6.99,3.31,4.34,2.71,42,132,4,5,5,5,4,6,7,Medium
